Kepler-37,51.196,,
Kepler-372,6.849692,0.075,
Kepler-372,20.053763,0.154,
Kepler-372,30.092568,0.201,
Kepler-374,1.897806,0.029,
Kepler-374,3.282807,0.042,
Kepler-374,5.028219,0.056,
Kepler-381,5.629021,0.066,
Kepler-381,13.391635,0.117,
Kepler-381,8.25629997,,
Kepler-385,10.043686,0.097,
Kepler-385,15.163161,0.127,
Kepler-385,56.4159,,
Kepler-394,8.005013,0.083,
Kepler-394,12.130686,0.11,
Kepler-394,5.61358023,,
Kepler-398,4.081423,0.044,
Kepler-398,11.419412,0.087,
Kepler-398,6.83437001,,
Kepler-399,14.425281,0.103,
Kepler-399,26.67569,0.155,
Kepler-399,58.034616,0.261,
Kepler-401,14.383035,0.122,
Kepler-401,47.318218,0.269,
Kepler-401,184.256405,,
Kepler-402,4.028751,0.051,
Kepler-402,6.124821,0.068,
Kepler-402,8.921099,0.087,
Kepler-402,11.242861,0.102,
Kepler-403,7.031462,0.076,
Kepler-403,54.280749,0.297,
Kepler-403,13.61159129,,
Kepler-411,3.005156,0.0375,0.146
Kepler-411,7.834435,0.0739,0.108
Kepler-411,58.02035,0.279,0.128
Kepler-411,31.509728,0.186,0.016
Kepler-416,6.319,,
Kepler-416,12.209,,
Kepler-42,1.2137672,0.0116,
Kepler-42,0.45328509,0.006,
Kepler-42,1.865169,0.0154,
Kepler-431,6.803,0.0719,
Kepler-431,8.703,0.0847,
Kepler-431,11.922,0.1045,
Kepler-444,3.6001053,0.04178,0.16
Kepler-444,4.5458841,0.04881,0.31
Kepler-444,6.189392,0.06,0.18
Kepler-444,7.743493,0.0696,0.1
Kepler-444,9.740486,0.0811,0.29
Kepler-445,2.984151,,0
Kepler-445,4.871229,,0
Kepler-445,8.15275,,0
Kepler-446,1.565409,,0
Kepler-446,3.036179,,0
Kepler-446,5.148921,,0
Kepler-450,28.454851,,0.02
Kepler-450,15.413135,,0.02
Kepler-450,7.51464,,0.14
2MASS J19383260+4603591,1460,,0.29
2MASS J19383260+4603591,43,,0
Kepler-454,10.5737534,0.09528,0.32
Kepler-454,524.19,1.287,0.0053
Kepler-454,4073,5.1,0.089
KOI-7892,10.6906004,,
Kepler-46,33.60134,0.1968,0.01
Kepler-46,57.011,0.2799,0.0146
Kepler-46,6.766589,0.067,
Kepler-47,49.4643,0.2877,0.021
Kepler-47,303.227,0.9638,0.044
Kepler-47,187.366,0.6992,0.024
Kepler-48,4.778,,
Kepler-48,9.67395,,
Kepler-48,42.8961,,
Kepler-48,982,,
Kepler-487,15.3587684,,
Kepler-487,38.6519976,,
Kepler-487,2.41839004,,
Kepler-49,7.2037945,,
Kepler-49,10.9129343,,
Kepler-49,2.576549,0.031,
Kepler-49,18.596108,0.116,
Kepler-51,45.154,0.2514,0.04
Kepler-51,85.312,0.384,0.014
Kepler-51,130.194,0.509,0.008
Kepler-52,7.8773565,,
Kepler-52,16.3850021,,
Kepler-52,36.445171,0.182,
Kepler-529,1.98035766,,
Kepler-529,12.8345022,,
Kepler-529,35.86619949,,
Kepler-53,18.6489525,,
Kepler-53,38.5583038,,
Kepler-53,9.751962,0.091,
Kepler-54,8.0109434,,
Kepler-54,12.0717249,,
Kepler-54,20.995694,0.126,
Kepler-549,42.9495649,,
Kepler-549,117.040498,,
Kepler-55,27.9481449,,
Kepler-55,42.1516418,,
Kepler-55,2.211099,0.029,
Kepler-55,4.617534,0.048,
Kepler-55,10.198545,0.081,
Kepler-56,10.5016,0.1028,
Kepler-56,21.40239,0.1652,
Kepler-56,1002,2.16,0.2
Kepler-58,10.2184954,,
Kepler-58,15.5741568,,
Kepler-58,40.101371,0.236,
Kepler-60,7.1334,,
Kepler-60,8.9187,,
Kepler-60,11.8981,,
Kepler-603,21.05358596,,
Kepler-603,127.9075774,,
Kepler-603,6.2171292,,
Kepler-616,9.99761851,,
Kepler-616,90.4113556,,
Kepler-616,51.06740189,,
Kepler-619,5.4042722,,
Kepler-619,1.20846503,,
Kepler-62,5.714932,0.0553,
Kepler-62,12.4417,0.0929,
Kepler-62,18.16406,0.12,
Kepler-62,122.3874,0.427,
Kepler-62,267.291,0.718,
Kepler-65,2.15491,0.035,
Kepler-65,5.859944,0.068,
Kepler-65,8.13123,0.084,
Kepler-65,258.8,,0.283
Kepler-68,5.39875259,0.06135,0.09
Kepler-68,9.605027,0.09008,0.099
Kepler-68,632.62,1.469,0.102
Kepler-68,3455,4.6,0.33
Kepler-758,12.1097104,,
Kepler-758,4.75793986,,
Kepler-758,20.4966197,,
Kepler-758,8.1934719,,
Kepler-763,1.19655156,,
Kepler-770,18.92540274,,
Kepler-770,1.47532231,,
Kepler-770,4.15244722,,
Kepler-79,13.4845,0.117,0.015
Kepler-79,27.4029,0.187,0.03
Kepler-79,52.0902,0.287,0.025
Kepler-79,81.0659,0.386,0.012
Kepler-80,7.05246,0.0648,
Kepler-80,9.52355,0.0792,
Kepler-80,3.07222,0.0372,
Kepler-80,4.64489,0.0491,
Kepler-80,0.9867873,0.0175,
Kepler-80,14.64558,,
Kepler-81,5.955,,
Kepler-81,12.04,,
Kepler-81,20.837846,0.128,
Kepler-82,26.44,0.1683,0.0033
Kepler-82,51.54,0.2626,0.007
Kepler-82,2.382961,0.034,
Kepler-82,5.902206,0.063,
Kepler-82,75.732,0.3395,0.0014
Kepler-83,9.77,,
Kepler-83,20.09,,
Kepler-83,5.169796,0.051,
Kepler-84,8.726,,
Kepler-84,12.883,,
Kepler-84,4.224537,0.052,
Kepler-84,27.434389,0.181,
Kepler-84,44.552169,0.25,
Kepler-85,8.306,,
Kepler-85,12.513,,
Kepler-85,17.91323,0.13,
Kepler-85,25.216751,0.163,
KOI-142,1403,,0.41
Kepler-9,19.23891,0.143,0.0609
Kepler-9,38.9853,0.227,0.06691
Kepler-9,1.592851,0.0273,
KOI-351,14.44912,,
Kepler-92,13.749,,
Kepler-92,26.723,,
Kepler-92,49.3568,,0.07
Kepler-968,3.69298373,,
Kepler-968,5.70940492,,
L 98-59,2.2531136,0.02191,0.103
L 98-59,3.6906745,,0
L 98-59,7.450729,,0
L 98-59,12.796,0.0717,0.128
LP 791-18,0.9479981,0.00978,
LP 791-18,4.9899093,0.02961,0.00008
LP 791-18,2.753436,0.01992,0.0015
PSR B1257+12,25.262,0.19,0
PSR B1257+12,66.5419,0.36,0.0186
PSR B1257+12,98.2114,0.46,
TOI-1136,4.17278,,0.031
TOI-1136,6.25725,,0.117
TOI-1136,12.51937,,0.016
TOI-1136,18.7992,,0.057
TOI-1136,26.3162,,0.012
TOI-1136,39.5387,,0.036
TOI-1246,4.30744,0.049,
TOI-1246,5.904144,0.061,
TOI-1246,18.6559,0.131,
TOI-1246,37.9216,0.211,
TOI-125,4.65382,0.05186,0.194
TOI-125,9.15059,0.0814,0.066
TOI-125,19.98,0.137,0.168
TOI-1260,3.127463,0.0367,0
TOI-1260,7.493134,0.0657,0
TOI-1260,16.608164,0.1116,0
TOI-1749,2.38839,0.0291,0.14
TOI-1749,4.4929,0.0443,0.019
TOI-1749,9.0497,0.0707,0.062
TOI-178,1.914558,0.02607,
TOI-178,3.23845,0.037,
TOI-178,6.5577,0.0592,
TOI-178,9.961881,0.0783,
TOI-178,15.231915,0.1039,
TOI-178,20.7095,0.1275,
TOI-2076,10.35509,0.0682,
TOI-2076,21.01538,0.1093,
TOI-2076,35.12537,0.1539,
TOI-270,3.3601538,0.03197,0.034
TOI-270,5.6605731,0.04526,0.027
TOI-270,11.379573,0.0721,0.032
TOI-4010,1.348335,0.0229,0.03
TOI-4010,5.414654,0.058,0.03
TOI-4010,14.70886,0.113,0.07
TOI-4010,762,1.57,0.26
HD 22946,4.040295,0.05727,
HD 22946,9.573083,0.1017,
TOI-431,0.490047,0.0113,0
TOI-431,4.8494,0.052,0
TOI-431,12.46103,0.098,0
TOI-451,1.858703,0.0283,0
TOI-451,9.192522,0.0823,0
TOI-451,16.364988,0.1208,0
TOI-500,0.548177,0.01189,0.063
TOI-500,6.6356,,0.072
TOI-500,26.233,,0.016
TOI-500,61.3,,0.073
TOI-561,0.4465688,0.0106,0
TOI-561,10.778831,0.0884,0.03
TOI-561,25.7124,0.158,0.122
TOI-561,77.03,0.328,0.079
TOI-700,9.977219,0.0677,0.075
TOI-700,16.051137,0.0929,0.068
TOI-700,37.42396,0.1633,0.042
TOI-700,27.80978,0.134,0.059
TOI-712,9.531361,0.07928,0.54
TOI-712,51.69906,0.2447,0.089
TOI-712,84.8396,0.3405,0.073
TRAPPIST-1,1.510826,0.01154,
TRAPPIST-1,2.421937,0.0158,
TRAPPIST-1,4.049219,0.02227,
TRAPPIST-1,6.101013,0.02925,
TRAPPIST-1,9.20754,0.03849,
TRAPPIST-1,12.352446,0.04683,
TRAPPIST-1,18.772866,0.06189,
V1298 Tau,24.1396,0.1688,0.29
V1298 Tau,8.24958,0.0825,0.43
V1298 Tau,12.4032,0.1083,0.21
V1298 Tau,60,0.308,0.57
WASP-47,4.1591492,,
WASP-47,588.8,,0.295
WASP-47,9.03055,,0.01
WASP-47,0.7895933,,
Wolf 1061,4.8869,0.0375,0.15
Wolf 1061,17.8719,0.089,0.11
Wolf 1061,217.21,0.47,0.55
XO-2 N,2.61586178,0.0368,
XO-2 S,18.157,0.13,0.18
XO-2 S,120.8,0.4756,0.1528
YZ Cet,2.02087,0.01634,0.06
YZ Cet,3.05989,0.02156,0
YZ Cet,4.65626,0.02851,0.07
HD 39091,6.26791,0.069,0.077
HD 39091,124.64,,0.22
rho CrB,39.8438,0.2245,0.038
rho CrB,102.19,0.4206,0.096
rho CrB,282.2,0.827,0
rho CrB,12.949,0.1061,0.126
tau Cet,162.87,0.538,0.18
tau Cet,636.13,1.334,0.16
tau Cet,20,0.133,0.06
tau Cet,49.41,0.243,0.23
ups And,4.617033,0.059222,0.0215
ups And,241.258,0.827774,0.2596
ups And,1276.46,2.51329,0.2987
