Kepler-198,1.31184443,,
Kepler-20,3.6961049,0.04565,0.083
Kepler-20,10.8540774,0.0936,0.076
Kepler-20,77.611455,0.3474,0.082
Kepler-20,6.0984882,0.0637,0.092
Kepler-20,19.578328,0.1387,0.094
Kepler-20,34.94,0.2055,0.15
Kepler-203,3.162697,0.043,
Kepler-203,5.370647,0.061,
Kepler-203,11.32972,0.1,
Kepler-206,7.781987,0.078,
Kepler-206,13.137471,0.111,
Kepler-206,23.44281,0.163,
Kepler-207,1.611865,0.029,
Kepler-207,3.071571,0.044,
Kepler-207,5.868075,0.068,
Kepler-208,4.22864,0.054,
Kepler-208,7.466623,0.079,
Kepler-208,11.131786,0.103,
Kepler-208,16.259458,0.132,
Kepler-215,9.360672,0.084,
Kepler-215,14.667108,0.113,
Kepler-215,30.864423,0.185,
Kepler-215,68.16101,0.314,
Kepler-217,5.374943,0.065,
Kepler-217,8.586004,0.089,
Kepler-217,3.88689525,,
Kepler-218,3.619337,0.046,
Kepler-218,44.699576,0.248,
Kepler-218,124.5244647,,
Kepler-219,4.585512,0.057,
Kepler-219,22.714613,0.165,
Kepler-219,47.903645,0.272,
Kepler-220,4.159807,0.046,
Kepler-220,9.034199,0.076,
Kepler-220,28.122397,0.163,
Kepler-220,45.902733,0.226,
Kepler-221,2.795906,0.037,
Kepler-221,5.690586,0.059,
Kepler-221,10.04156,0.087,
Kepler-221,18.369917,0.13,
Kepler-222,3.936981,0.048,
Kepler-222,10.08881,0.091,
Kepler-222,28.081912,0.18,
Kepler-223,7.38449,,0.078
Kepler-223,9.84564,,0.15
Kepler-223,14.78869,,0.037
Kepler-223,19.72567,,0.051
Kepler-224,3.132924,0.038,
Kepler-224,5.925003,0.058,
Kepler-224,11.349393,0.089,
Kepler-224,18.643577,0.124,
Kepler-226,3.940997,0.047,
Kepler-226,5.349555,0.058,
Kepler-226,8.109044,0.076,
Kepler-228,2.566546,0.038,
Kepler-228,4.134444,0.052,
Kepler-228,11.094286,0.101,
Kepler-229,6.252972,0.062,
Kepler-229,16.068638,0.117,
Kepler-229,41.194912,0.22,
Kepler-23,7.1073,0.075,
Kepler-23,10.7421,0.099,
Kepler-23,15.274299,0.124,
Kepler-235,3.340222,0.037,
Kepler-235,7.824904,0.065,
Kepler-235,20.060548,0.122,
Kepler-235,46.183669,0.213,
Kepler-238,2.090876,0.034,
Kepler-238,6.155557,0.069,
Kepler-238,13.233549,0.115,
Kepler-238,23.654,,
Kepler-238,50.447,,
Kepler-24,8.1453,0.08,
Kepler-24,12.3335,0.106,
Kepler-24,4.244384,0.051,
Kepler-24,18.998355,0.138,
Kepler-244,4.311792,0.05,
Kepler-244,9.767292,0.087,
Kepler-244,20.050401,0.14,
Kepler-245,7.49019,0.071,
Kepler-245,17.460812,0.124,
Kepler-245,36.277108,0.202,
Kepler-245,3.21982106,,
Kepler-247,3.33616,0.042,
Kepler-247,9.439452,0.084,
Kepler-247,20.477912,0.14,
Kepler-249,3.306539,0.035,
Kepler-249,7.113702,0.058,
Kepler-249,15.368459,0.097,
Kepler-25,6.238297,,0.0029
Kepler-25,12.7207,,0.0061
Kepler-25,122.4,,0.13
Kepler-250,4.148141,0.048,
Kepler-250,7.156804,0.069,
Kepler-250,17.648312,0.127,
Kepler-251,4.790936,0.053,
Kepler-251,16.514043,0.122,
Kepler-251,30.133001,0.182,
Kepler-251,99.640161,0.404,
Kepler-253,3.783986,0.046,
Kepler-253,10.281951,0.089,
Kepler-253,18.119869,0.13,
Kepler-254,5.826662,0.064,
Kepler-254,12.412183,0.105,
Kepler-254,18.746477,0.139,
Kepler-255,5.714606,0.063,
Kepler-255,9.946047,0.092,
Kepler-255,1.04562266,,
Kepler-256,1.620493,0.027,
Kepler-256,3.38802,0.045,
Kepler-256,5.839172,0.064,
Kepler-256,10.681572,0.096,
Kepler-257,2.382667,0.034,
Kepler-257,6.581484,0.066,
Kepler-257,24.664551,0.16,
Kepler-26,12.28,,
Kepler-26,17.2559,,
Kepler-26,3.543919,0.039,
Kepler-26,46.827915,0.22,
Kepler-265,6.846262,0.069,
Kepler-265,17.028937,0.127,
Kepler-265,43.130617,0.236,
Kepler-265,67.831024,0.319,
Kepler-267,3.353728,0.037,
Kepler-267,6.87745,0.06,
Kepler-267,28.464515,0.154,
Kepler-27,15.3348,0.118,
Kepler-27,31.3309,0.191,
Kepler-27,6.54628992,,
Kepler-271,10.43547805,,
Kepler-271,7.41086267,,
Kepler-271,5.24972541,,
Kepler-272,2.971353,0.038,
Kepler-272,6.057342,0.061,
Kepler-272,10.937304,0.091,
Kepler-275,10.300682,0.098,
Kepler-275,16.088134,0.132,
Kepler-275,35.676062,0.224,
Kepler-276,14.12841,0.119,
Kepler-276,31.884,,
Kepler-276,48.648,,
Kepler-279,12.309681,0.112,
Kepler-279,35.736,,
Kepler-279,54.414,,
Kepler-281,14.646008,0.117,
Kepler-281,36.337373,0.215,
Kepler-281,148.2720032,,
Kepler-282,9.220524,0.082,
Kepler-282,13.638723,0.106,
Kepler-282,24.806,,
Kepler-282,44.347,,
Kepler-286,1.796302,0.027,
Kepler-286,3.468095,0.042,
Kepler-286,5.914323,0.061,
Kepler-286,29.221289,0.176,
Kepler-288,6.097326,0.065,
Kepler-288,19.305772,0.14,
Kepler-288,56.633742,0.287,
Kepler-289,34.545,0.21,
Kepler-289,125.8518,0.51,
Kepler-289,66.0634,0.33,
Kepler-290,14.589347,0.11,
Kepler-290,36.77031,0.205,
Kepler-292,2.580827,0.035,
Kepler-292,3.715335,0.045,
Kepler-292,7.055679,0.068,
Kepler-292,11.97901,0.097,
Kepler-292,20.834237,0.141,
Kepler-295,12.645164,0.099,
Kepler-295,21.526258,0.142,
Kepler-295,33.884054,0.192,
Kepler-296,10.864384,0.079,0.33
Kepler-296,5.8416366,0.0521,0.33
Kepler-296,19.850291,0.118,0.33
Kepler-296,34.14211,0.169,0.33
Kepler-296,63.33627,0.255,0.33
Kepler-297,38.871826,0.217,
Kepler-297,74.920137,0.336,
Kepler-298,10.475464,0.08,
Kepler-298,22.92881,0.136,
Kepler-298,77.473633,0.305,
Kepler-299,2.927128,0.04,
Kepler-299,6.885875,0.07,
Kepler-299,15.054786,0.118,
Kepler-299,38.285489,0.22,
Kepler-30,29.33434,0.18,0.042
Kepler-30,60.323105,0.3,0.0111
Kepler-30,143.34394,0.5,0.022
Kepler-301,2.508553,0.036,
Kepler-301,5.419026,0.06,
Kepler-301,13.751243,0.112,
Kepler-304,3.295709,0.039,
Kepler-304,5.315946,0.054,
Kepler-304,9.653471,0.08,
Kepler-304,1.49914695,,
Kepler-305,5.487,,
Kepler-305,8.291,,
Kepler-305,16.738661,0.121,
Kepler-305,3.20538,,
Kepler-306,4.646186,0.05,
Kepler-306,7.240193,0.067,
Kepler-306,17.326644,0.12,
Kepler-306,44.840975,0.227,
Kepler-31,20.8613,0.16,
Kepler-31,42.6318,0.26,
Kepler-31,87.6451,0.4,
Kepler-310,13.930698,0.111,
Kepler-310,56.47542,0.281,
Kepler-310,92.876125,0.392,
Kepler-311,9.176092,0.087,
Kepler-311,19.738286,0.145,
Kepler-319,4.362705,0.051,
Kepler-319,6.941357,0.069,
Kepler-319,31.781925,0.191,
Kepler-32,5.90124,0.05,
Kepler-32,8.7522,0.09,
Kepler-32,22.7802,0.13,
Kepler-32,2.896,0.033,
Kepler-32,0.74296,0.013,
Kepler-324,4.385315,0.05,
Kepler-324,51.805612,0.26,
Kepler-324,13.97939968,,
Kepler-325,4.544439,0.053,
Kepler-325,12.762172,0.105,
Kepler-325,38.715185,0.22,
Kepler-326,2.248329,0.032,
Kepler-326,4.580358,0.051,
Kepler-326,6.766888,0.066,
Kepler-327,2.549575,0.029,
Kepler-327,5.212333,0.047,
Kepler-327,13.969457,0.09,
Kepler-33,5.66793,0.0677,0
Kepler-33,13.17562,0.1189,0
Kepler-33,21.77596,0.1662,0
Kepler-33,31.7844,0.2138,0
Kepler-33,41.02902,0.2535,0
Kepler-331,8.457496,0.065,
Kepler-331,17.28111,0.105,
Kepler-331,32.134328,0.159,
Kepler-332,7.626324,0.07,
Kepler-332,15.995622,0.114,
Kepler-332,34.21154,0.189,
Kepler-334,5.470319,0.061,
Kepler-334,12.758005,0.107,
Kepler-334,25.09849,0.168,
Kepler-336,2.024823,0.033,
Kepler-336,9.600001,0.092,
Kepler-336,20.678772,0.154,
Kepler-338,13.726976,0.117,
Kepler-338,24.310856,0.172,
Kepler-338,44.431014,0.257,
Kepler-338,9.341,,
Kepler-339,4.977656,0.055,
Kepler-339,6.988055,0.069,
Kepler-339,10.558345,0.091,
Kepler-341,5.195528,0.06,
Kepler-341,8.01041,0.08,
Kepler-341,27.666313,0.182,
Kepler-341,42.473269,0.242,
Kepler-342,15.170318,0.128,
Kepler-342,26.234138,0.185,
Kepler-342,39.459357,0.242,
Kepler-342,1.64422461,,
Kepler-347,12.79836,0.11,
Kepler-347,27.320871,0.183,
Kepler-350,11.189562,0.104,
Kepler-350,17.849,,
Kepler-350,26.136,,
Kepler-351,37.054919,0.214,
Kepler-351,57.24809,0.287,
Kepler-351,142.544247,,
Kepler-352,10.05537,0.085,
Kepler-352,16.332995,0.118,
Kepler-352,6.88727999,,
Kepler-354,5.47666,0.054,
Kepler-354,16.934402,0.115,
Kepler-354,24.209842,0.146,
Kepler-357,6.475434,0.063,
Kepler-357,16.85837,0.12,
Kepler-357,49.499875,0.246,
Kepler-359,25.563222,0.178,
Kepler-359,57.68802,0.307,
Kepler-359,77.095691,0.372,
Kepler-363,3.614568,0.048,
Kepler-363,7.542427,0.079,
Kepler-363,11.932125,0.107,
Kepler-37,13.36702,0.1019,0.098
Kepler-37,21.301848,0.139,0.099
Kepler-37,39.7922622,0.2109,0.1
