Kepler-265 e,Kepler-265,,,,0.319
Kepler-267 b,Kepler-267,,,,0.037
Kepler-267 c,Kepler-267,,,,0.06
Kepler-267 d,Kepler-267,,,,0.154
Kepler-27 b,Kepler-27,,2895.31,0.65,0.118
Kepler-27 c,Kepler-27,,4385.87,0.65,0.191
Kepler-27 d,Kepler-27,,,0.93,
Kepler-271 b,Kepler-271,,,0.9,
Kepler-271 c,Kepler-271,,,0.9,
Kepler-271 d,Kepler-271,,,0.9,
Kepler-272 b,Kepler-272,,,,0.038
Kepler-272 c,Kepler-272,,,,0.061
Kepler-272 d,Kepler-272,,,,0.091
Kepler-275 b,Kepler-275,,,,0.098
Kepler-275 c,Kepler-275,,,,0.132
Kepler-275 d,Kepler-275,,,,0.224
Kepler-276 b,Kepler-276,,,,0.119
Kepler-276 c,Kepler-276,,16.6,1.1,
Kepler-276 d,Kepler-276,,16.3,1.1,
Kepler-279 b,Kepler-279,,,,0.112
Kepler-279 c,Kepler-279,,49.4,1.1,
Kepler-279 d,Kepler-279,,37.5,1.1,
Kepler-281 b,Kepler-281,,,,0.117
Kepler-281 c,Kepler-281,,,,0.215
Kepler-281 d,Kepler-281,,,0.98,
Kepler-282 b,Kepler-282,,,,0.082
Kepler-282 c,Kepler-282,,,,0.106
Kepler-282 d,Kepler-282,,61,0.97,
Kepler-282 e,Kepler-282,,56.2,0.97,
Kepler-286 b,Kepler-286,,,,0.027
Kepler-286 c,Kepler-286,,,,0.042
Kepler-286 d,Kepler-286,,,,0.061
Kepler-286 e,Kepler-286,,,,0.176
Kepler-288 b,Kepler-288,,,,0.065
Kepler-288 c,Kepler-288,,,,0.14
Kepler-288 d,Kepler-288,,,,0.287
Kepler-289 b,Kepler-289,,7.3,1.08,0.21
Kepler-289 c,Kepler-289,,132,1.08,0.51
Kepler-289 d,Kepler-289,,4,1.08,0.33
Kepler-290 b,Kepler-290,,,,0.11
Kepler-290 c,Kepler-290,,,,0.205
Kepler-292 b,Kepler-292,,,,0.035
Kepler-292 c,Kepler-292,,,,0.045
Kepler-292 d,Kepler-292,,,,0.068
Kepler-292 e,Kepler-292,,,,0.097
Kepler-292 f,Kepler-292,,,,0.141
Kepler-295 b,Kepler-295,,,,0.099
Kepler-295 c,Kepler-295,,,,0.142
Kepler-295 d,Kepler-295,,,,0.192
Kepler-296 b,Kepler-296,0.33,,0.5,0.079
Kepler-296 c,Kepler-296,0.33,,0.5,0.0521
Kepler-296 d,Kepler-296,0.33,,0.5,0.118
Kepler-296 e,Kepler-296,0.33,,0.5,0.169
Kepler-296 f,Kepler-296,0.33,,0.5,0.255
Kepler-297 b,Kepler-297,,,,0.217
Kepler-297 c,Kepler-297,,,,0.336
Kepler-298 b,Kepler-298,,,,0.08
Kepler-298 c,Kepler-298,,,,0.136
Kepler-298 d,Kepler-298,,,,0.305
Kepler-299 b,Kepler-299,,,,0.04
Kepler-299 c,Kepler-299,,,,0.07
Kepler-299 d,Kepler-299,,,,0.118
Kepler-299 e,Kepler-299,,,,0.22
Kepler-30 b,Kepler-30,0.042,11.3,0.99,0.18
Kepler-30 c,Kepler-30,0.0111,640,0.99,0.3
Kepler-30 d,Kepler-30,0.022,23.1,0.99,0.5
Kepler-301 b,Kepler-301,,,,0.036
Kepler-301 c,Kepler-301,,,,0.06
Kepler-301 d,Kepler-301,,,,0.112
Kepler-304 b,Kepler-304,,,,0.039
Kepler-304 c,Kepler-304,,,,0.054
Kepler-304 d,Kepler-304,,,,0.08
Kepler-304 e,Kepler-304,,,0.8,
Kepler-305 b,Kepler-305,,10.5,0.76,
Kepler-305 c,Kepler-305,,6,0.76,
Kepler-305 d,Kepler-305,,,,0.121
Kepler-305 e,Kepler-305,,,0.82,
Kepler-306 b,Kepler-306,,,,0.05
Kepler-306 c,Kepler-306,,,,0.067
Kepler-306 d,Kepler-306,,,,0.12
Kepler-306 e,Kepler-306,,,,0.227
Kepler-31 b,Kepler-31,,,1.21,0.16
Kepler-31 c,Kepler-31,,1493.7,1.21,0.26
Kepler-31 d,Kepler-31,,2161.244,1.21,0.4
Kepler-310 b,Kepler-310,,,,0.111
Kepler-310 c,Kepler-310,,,,0.281
Kepler-310 d,Kepler-310,,,,0.392
Kepler-311 b,Kepler-311,,,,0.087
Kepler-311 c,Kepler-311,,,,0.145
Kepler-319 b,Kepler-319,,,,0.051
Kepler-319 c,Kepler-319,,,,0.069
Kepler-319 d,Kepler-319,,,,0.191
Kepler-32 b,Kepler-32,,1303,0.58,0.05
Kepler-32 c,Kepler-32,,158.9,0.58,0.09
Kepler-32 d,Kepler-32,,,0.58,0.13
Kepler-32 e,Kepler-32,,,0.58,0.033
Kepler-32 f,Kepler-32,,,0.58,0.013
Kepler-324 b,Kepler-324,,,,0.05
Kepler-324 c,Kepler-324,,,,0.26
Kepler-324 e,Kepler-324,,,0.84,
Kepler-325 b,Kepler-325,,,,0.053
Kepler-325 c,Kepler-325,,,,0.105
Kepler-325 d,Kepler-325,,,,0.22
Kepler-326 b,Kepler-326,,,,0.032
Kepler-326 c,Kepler-326,,,,0.051
Kepler-326 d,Kepler-326,,,,0.066
Kepler-327 b,Kepler-327,,,,0.029
Kepler-327 c,Kepler-327,,,,0.047
Kepler-327 d,Kepler-327,,,,0.09
Kepler-33 b,Kepler-33,0,,1.29,0.0677
Kepler-33 c,Kepler-33,0,,1.29,0.1189
Kepler-33 d,Kepler-33,0,,1.29,0.1662
Kepler-33 e,Kepler-33,0,,1.29,0.2138
Kepler-33 f,Kepler-33,0,,1.29,0.2535
Kepler-331 b,Kepler-331,,,,0.065
Kepler-331 c,Kepler-331,,,,0.105
Kepler-331 d,Kepler-331,,,,0.159
Kepler-332 b,Kepler-332,,,,0.07
Kepler-332 c,Kepler-332,,,,0.114
Kepler-332 d,Kepler-332,,,,0.189
Kepler-334 b,Kepler-334,,,,0.061
Kepler-334 c,Kepler-334,,,,0.107
Kepler-334 d,Kepler-334,,,,0.168
Kepler-336 b,Kepler-336,,,,0.033
Kepler-336 c,Kepler-336,,,,0.092
Kepler-336 d,Kepler-336,,,,0.154
Kepler-338 b,Kepler-338,,,,0.117
Kepler-338 c,Kepler-338,,,,0.172
Kepler-338 d,Kepler-338,,,,0.257
Kepler-338 e,Kepler-338,,8.5,1.14,
Kepler-339 b,Kepler-339,,,,0.055
Kepler-339 c,Kepler-339,,,,0.069
Kepler-339 d,Kepler-339,,,,0.091
Kepler-341 b,Kepler-341,,,,0.06
Kepler-341 c,Kepler-341,,,,0.08
Kepler-341 d,Kepler-341,,,,0.182
Kepler-341 e,Kepler-341,,,,0.242
Kepler-342 b,Kepler-342,,,,0.128
Kepler-342 c,Kepler-342,,,,0.185
Kepler-342 d,Kepler-342,,,,0.242
Kepler-342 e,Kepler-342,,,1.26,
Kepler-347 b,Kepler-347,,,,0.11
Kepler-347 c,Kepler-347,,,,0.183
Kepler-350 b,Kepler-350,,,,0.104
Kepler-350 c,Kepler-350,,6.1,1,
Kepler-350 d,Kepler-350,,14.9,1,
Kepler-351 b,Kepler-351,,,,0.214
Kepler-351 c,Kepler-351,,,,0.287
Kepler-351 d,Kepler-351,,,0.81,
Kepler-352 b,Kepler-352,,,,0.085
Kepler-352 c,Kepler-352,,,,0.118
Kepler-352 d,Kepler-352,,,0.8,
Kepler-354 b,Kepler-354,,,,0.054
Kepler-354 c,Kepler-354,,,,0.115
Kepler-354 d,Kepler-354,,,,0.146
Kepler-357 b,Kepler-357,,,,0.063
Kepler-357 c,Kepler-357,,,,0.12
Kepler-357 d,Kepler-357,,,,0.246
Kepler-359 b,Kepler-359,,,,0.178
Kepler-359 c,Kepler-359,,,,0.307
Kepler-359 d,Kepler-359,,,,0.372
Kepler-363 b,Kepler-363,,,,0.048
Kepler-363 c,Kepler-363,,,,0.079
Kepler-363 d,Kepler-363,,,,0.107
Kepler-37 b,Kepler-37,0.098,0.79,0.79,0.1019
Kepler-37 c,Kepler-37,0.099,1.3,0.79,0.139
Kepler-37 d,Kepler-37,0.1,2,0.79,0.2109
Kepler-37 e,Kepler-37,,,0.8,
Kepler-372 b,Kepler-372,,,,0.075
Kepler-372 c,Kepler-372,,,,0.154
Kepler-372 d,Kepler-372,,,,0.201
Kepler-374 b,Kepler-374,,,,0.029
Kepler-374 c,Kepler-374,,,,0.042
Kepler-374 d,Kepler-374,,,,0.056
Kepler-381 b,Kepler-381,,,,0.066
Kepler-381 c,Kepler-381,,,,0.117
Kepler-381 d,Kepler-381,,,1.2,
Kepler-385 b,Kepler-385,,,,0.097
Kepler-385 c,Kepler-385,,,,0.127
Kepler-385 d,Kepler-385,,,1.05,
Kepler-394 b,Kepler-394,,,,0.083
Kepler-394 c,Kepler-394,,,,0.11
Kepler-394 d,Kepler-394,,,1.14,
Kepler-398 b,Kepler-398,,,,0.044
Kepler-398 c,Kepler-398,,,,0.087
Kepler-398 d,Kepler-398,,,0.72,
Kepler-399 b,Kepler-399,,,,0.103
Kepler-399 c,Kepler-399,,,,0.155
Kepler-399 d,Kepler-399,,,,0.261
Kepler-401 b,Kepler-401,,,,0.122
Kepler-401 c,Kepler-401,,,,0.269
Kepler-401 d,Kepler-401,,,1.17,
Kepler-402 b,Kepler-402,,,,0.051
Kepler-402 c,Kepler-402,,,,0.068
Kepler-402 d,Kepler-402,,,,0.087
Kepler-402 e,Kepler-402,,,,0.102
Kepler-403 b,Kepler-403,,,,0.076
Kepler-403 c,Kepler-403,,,,0.297
Kepler-403 d,Kepler-403,,,1.25,
Kepler-411 b,Kepler-411,0.146,25.6,0.87,0.0375
Kepler-411 c,Kepler-411,0.108,26.4,0.87,0.0739
Kepler-411 d,Kepler-411,0.128,15.2,0.87,0.279
Kepler-411 e,Kepler-411,0.016,10.8,0.87,0.186
Kepler-416 b,Kepler-416,,58.2,1,
Kepler-416 c,Kepler-416,,,1,
Kepler-42 b,Kepler-42,,,0.13,0.0116
Kepler-42 c,Kepler-42,,,0.13,0.006
Kepler-42 d,Kepler-42,,,0.13,0.0154
Kepler-431 b,Kepler-431,,,1.07,0.0719
Kepler-431 c,Kepler-431,,,1.07,0.0847
Kepler-431 d,Kepler-431,,,1.07,0.1045
Kepler-444 b,Kepler-444,0.16,,0.76,0.04178
Kepler-444 c,Kepler-444,0.31,,0.76,0.04881
Kepler-444 d,Kepler-444,0.18,,0.76,0.06
Kepler-444 e,Kepler-444,0.1,,0.76,0.0696
Kepler-444 f,Kepler-444,0.29,,0.76,0.0811
Kepler-445 b,Kepler-445,0,,0.18,
Kepler-445 c,Kepler-445,0,,0.18,
Kepler-445 d,Kepler-445,0,,0.18,
Kepler-446 b,Kepler-446,0,,0.22,
Kepler-446 c,Kepler-446,0,,0.22,
Kepler-446 d,Kepler-446,0,,0.22,
Kepler-450 b,Kepler-450,0.02,,1.19,
Kepler-450 c,Kepler-450,0.02,,1.19,
Kepler-450 d,Kepler-450,0.14,,1.19,
Kepler-451 c,2MASS J19383260+4603591,0.29,511.70374,0.48,
Kepler-451 d,2MASS J19383260+4603591,0,559.378,0.48,
Kepler-454 b,Kepler-454,0.32,5.4,1.03,0.09528
Kepler-454 c,Kepler-454,0.0053,1433.40612,1.03,1.287
Kepler-454 d,Kepler-454,0.089,734.18362,1.03,5.1
Kepler-457 d,KOI-7892,,,1.15,
Kepler-46 b,Kepler-46,0.01,1907,0.9,0.1968
Kepler-46 c,Kepler-46,0.0146,119.499,0.9,0.2799
Kepler-46 d,Kepler-46,,,,0.067
Kepler-47 b,Kepler-47,0.021,2.07,0.96,0.2877
Kepler-47 c,Kepler-47,0.044,3.17,0.96,0.9638
Kepler-47 d,Kepler-47,0.024,19.02,0.96,0.6992
Kepler-48 b,Kepler-48,,3.94,0.88,
Kepler-48 c,Kepler-48,,14.61,0.88,
Kepler-48 d,Kepler-48,,7.93,0.88,
Kepler-48 e,Kepler-48,,657,0.88,
Kepler-487 b,Kepler-487,,,0.91,
Kepler-487 c,Kepler-487,,,0.91,
Kepler-487 d,Kepler-487,,,0.87,
Kepler-49 b,Kepler-49,,,0.55,
Kepler-49 c,Kepler-49,,,0.55,
Kepler-49 d,Kepler-49,,,,0.031
Kepler-49 e,Kepler-49,,,,0.116
Kepler-51 b,Kepler-51,0.04,2.1,1.04,0.2514
Kepler-51 c,Kepler-51,0.014,4,1.04,0.384
Kepler-51 d,Kepler-51,0.008,7.6,1.04,0.509
Kepler-52 b,Kepler-52,,135,0.54,
Kepler-52 c,Kepler-52,,45.4,0.54,
Kepler-52 d,Kepler-52,,,,0.182
Kepler-529 b,Kepler-529,,,1.07,
Kepler-529 c,Kepler-529,,,1.07,
Kepler-529 d,Kepler-529,,,1,
Kepler-53 b,Kepler-53,,111,0.98,
Kepler-53 c,Kepler-53,,36,0.98,
Kepler-53 d,Kepler-53,,,,0.091
Kepler-54 b,Kepler-54,,,0.51,
Kepler-54 c,Kepler-54,,,0.51,
Kepler-54 d,Kepler-54,,,,0.126
Kepler-549 b,Kepler-549,,,0.88,
Kepler-549 c,Kepler-549,,,0.88,
Kepler-55 b,Kepler-55,,,0.62,
Kepler-55 c,Kepler-55,,,0.62,
Kepler-55 d,Kepler-55,,,,0.029
Kepler-55 e,Kepler-55,,,,0.048
Kepler-55 f,Kepler-55,,,,0.081
Kepler-56 b,Kepler-56,,22.1,1.32,0.1028
Kepler-56 c,Kepler-56,,181,1.32,0.1652
Kepler-56 d,Kepler-56,0.2,1784,,2.16
Kepler-58 b,Kepler-58,,35.5,0.95,
Kepler-58 c,Kepler-58,,53,0.95,
Kepler-58 d,Kepler-58,,,,0.236
Kepler-60 b,Kepler-60,,4.19,1.04,
Kepler-60 c,Kepler-60,,3.85,1.04,
Kepler-60 d,Kepler-60,,4.16,1.04,
Kepler-603 b,Kepler-603,,,1.01,
Kepler-603 c,Kepler-603,,,1.01,
Kepler-603 d,Kepler-603,,,1.01,
Kepler-616 b,Kepler-616,,,0.98,
Kepler-616 c,Kepler-616,,,0.98,
Kepler-616 d,Kepler-616,,,1.06,
Kepler-619 b,Kepler-619,,,1.09,
Kepler-619 c,Kepler-619,,,1.09,
Kepler-62 b,Kepler-62,,9,0.69,0.0553
Kepler-62 c,Kepler-62,,4,0.69,0.0929
Kepler-62 d,Kepler-62,,14,0.69,0.12
Kepler-62 e,Kepler-62,,36,0.69,0.427
Kepler-62 f,Kepler-62,,35,0.69,0.718
Kepler-65 b,Kepler-65,,,1.25,0.035
Kepler-65 c,Kepler-65,,,1.25,0.068
Kepler-65 d,Kepler-65,,,1.25,0.084
Kepler-65 e,Kepler-65,0.283,260,1.25,
Kepler-68 b,Kepler-68,0.09,8.03,1.06,0.06135
Kepler-68 c,Kepler-68,0.099,1.3,1.06,0.09008
Kepler-68 d,Kepler-68,0.102,238.05348,1.06,1.469
Kepler-68 e,Kepler-68,0.33,86.44933,1.06,4.6
Kepler-758 b,Kepler-758,,,1.16,
Kepler-758 c,Kepler-758,,,1.16,
Kepler-758 d,Kepler-758,,,1.16,
Kepler-758 e,Kepler-758,,,1.16,
Kepler-763 b,Kepler-763,,,0.84,
Kepler-770 b,Kepler-770,,,0.94,
Kepler-770 c,Kepler-770,,,0.94,
Kepler-770 d,Kepler-770,,,0.94,
Kepler-79 b,Kepler-79,0.015,10.9,1.17,0.117
Kepler-79 c,Kepler-79,0.03,5.9,1.17,0.187
Kepler-79 d,Kepler-79,0.025,6,1.17,0.287
Kepler-79 e,Kepler-79,0.012,4.1,1.17,0.386
Kepler-80 b,Kepler-80,,6.93,0.73,0.0648
Kepler-80 c,Kepler-80,,6.74,0.73,0.0792
Kepler-80 d,Kepler-80,,6.75,0.73,0.0372
Kepler-80 e,Kepler-80,,4.13,0.73,0.0491
Kepler-80 f,Kepler-80,,,0.73,0.0175
Kepler-80 g,Kepler-80,,,0.83,
Kepler-81 b,Kepler-81,,,0.64,
Kepler-81 c,Kepler-81,,,0.64,
Kepler-81 d,Kepler-81,,,,0.128
Kepler-82 b,Kepler-82,0.0033,12.15,0.91,0.1683
Kepler-82 c,Kepler-82,0.007,13.9,0.91,0.2626
Kepler-82 d,Kepler-82,,,,0.034
Kepler-82 e,Kepler-82,,,,0.063
Kepler-82 f,Kepler-82,0.0014,20.9,0.91,0.3395
Kepler-83 b,Kepler-83,,,0.66,
Kepler-83 c,Kepler-83,,,0.66,
Kepler-83 d,Kepler-83,,,,0.051
Kepler-84 b,Kepler-84,,,1,
Kepler-84 c,Kepler-84,,,1,
Kepler-84 d,Kepler-84,,,,0.052
Kepler-84 e,Kepler-84,,,,0.181
Kepler-84 f,Kepler-84,,,,0.25
Kepler-85 b,Kepler-85,,,0.92,
Kepler-85 c,Kepler-85,,,0.92,
Kepler-85 d,Kepler-85,,,,0.13
Kepler-85 e,Kepler-85,,,,0.163
Kepler-88 d,KOI-142,0.41,965.147,0.99,
Kepler-9 b,Kepler-9,0.0609,43.4,1.02,0.143
Kepler-9 c,Kepler-9,0.06691,29.9,1.02,0.227
Kepler-9 d,Kepler-9,,,1.07,0.0273
Kepler-90 i,KOI-351,,,1.12,
Kepler-92 b,Kepler-92,,64.3,1.21,
Kepler-92 c,Kepler-92,,6.1,1.21,
Kepler-92 d,Kepler-92,0.07,,1.07,
Kepler-968 b,Kepler-968,,,0.76,
Kepler-968 c,Kepler-968,,,0.76,
L 98-59 b,L 98-59,0.103,0.4,0.27,0.02191
L 98-59 c,L 98-59,0,2.42,0.31,
L 98-59 d,L 98-59,0,2.31,0.31,
L 98-59 e,L 98-59,0.128,3.06,0.27,0.0717
LP 791-18 b,LP 791-18,,,0.14,0.00978
LP 791-18 c,LP 791-18,0.00008,7.1,0.14,0.02961
LP 791-18 d,LP 791-18,0.0015,0.9,0.14,0.01992
PSR B1257+12 b,PSR B1257+12,0,0.02,1.4,0.19
PSR B1257+12 c,PSR B1257+12,0.0186,4.3,1.4,0.36
PSR B1257+12 d,PSR B1257+12,,3.9,1.4,0.46
TOI-1136 b,TOI-1136,0.031,,1.02,
TOI-1136 c,TOI-1136,0.117,,1.02,
TOI-1136 d,TOI-1136,0.016,,1.02,
TOI-1136 e,TOI-1136,0.057,,1.02,
TOI-1136 f,TOI-1136,0.012,,1.02,
TOI-1136 g,TOI-1136,0.036,,1.02,
TOI-1246 b,TOI-1246,,8.1,0.87,0.049
TOI-1246 c,TOI-1246,,8.8,0.87,0.061
TOI-1246 d,TOI-1246,,5.3,0.87,0.131
TOI-1246 e,TOI-1246,,14.8,0.87,0.211
TOI-125 b,TOI-125,0.194,9.5,0.86,0.05186
TOI-125 c,TOI-125,0.066,6.63,0.86,0.0814
TOI-125 d,TOI-125,0.168,13.6,0.86,0.137
TOI-1260 b,TOI-1260,0,8.56,0.68,0.0367
TOI-1260 c,TOI-1260,0,13.2,0.68,0.0657
TOI-1260 d,TOI-1260,0,11.84,0.68,0.1116
TOI-1749 b,TOI-1749,0.14,57,0.58,0.0291
TOI-1749 c,TOI-1749,0.019,14,0.58,0.0443
TOI-1749 d,TOI-1749,0.062,15,0.58,0.0707
TOI-178 b,TOI-178,,1.5,0.65,0.02607
TOI-178 c,TOI-178,,4.77,0.65,0.037
TOI-178 d,TOI-178,,3.01,0.65,0.0592
TOI-178 e,TOI-178,,3.86,0.65,0.0783
TOI-178 f,TOI-178,,7.72,0.65,0.1039
TOI-178 g,TOI-178,,3.94,0.65,0.1275
TOI-2076 b,TOI-2076,,,0.82,0.0682
TOI-2076 c,TOI-2076,,,0.82,0.1093
TOI-2076 d,TOI-2076,,,0.82,0.1539
TOI-270 b,TOI-270,0.034,1.58,0.39,0.03197
TOI-270 c,TOI-270,0.027,6.15,0.39,0.04526
TOI-270 d,TOI-270,0.032,4.78,0.39,0.0721
TOI-4010 b,TOI-4010,0.03,11,0.88,0.0229
TOI-4010 c,TOI-4010,0.03,20.31,0.88,0.058
TOI-4010 d,TOI-4010,0.07,38.15,0.88,0.113
TOI-4010 e,TOI-4010,0.26,692,0.88,1.57
TOI-411 b,HD 22946,,13.71,1.1,0.05727
TOI-411 c,HD 22946,,9.72,1.1,0.1017
TOI-431 b,TOI-431,0,3.07,0.78,0.0113
TOI-431 c,TOI-431,0,2.83,0.78,0.052
TOI-431 d,TOI-431,0,9.9,0.78,0.098
TOI-451 b,TOI-451,0,,0.95,0.0283
TOI-451 c,TOI-451,0,,0.95,0.0823
TOI-451 d,TOI-451,0,,0.95,0.1208
TOI-500 b,TOI-500,0.063,1.42,0.74,0.01189
TOI-500 c,TOI-500,0.072,5.03,0.74,
TOI-500 d,TOI-500,0.016,33.12,0.74,
TOI-500 e,TOI-500,0.073,15.05,0.74,
TOI-561 b,TOI-561,0,2,0.81,0.0106
TOI-561 c,TOI-561,0.03,5.39,0.81,0.0884
TOI-561 d,TOI-561,0.122,13.2,0.81,0.158
TOI-561 e,TOI-561,0.079,12.6,0.81,0.328
TOI-700 b,TOI-700,0.075,,0.41,0.0677
TOI-700 c,TOI-700,0.068,,0.41,0.0929
TOI-700 d,TOI-700,0.042,,0.41,0.1633
TOI-700 e,TOI-700,0.059,,0.41,0.134
TOI-712 b,TOI-712,0.54,,0.73,0.07928
TOI-712 c,TOI-712,0.089,,0.73,0.2447
TOI-712 d,TOI-712,0.073,,0.73,0.3405
TRAPPIST-1 b,TRAPPIST-1,,1.374,0.09,0.01154
TRAPPIST-1 c,TRAPPIST-1,,1.308,0.09,0.0158
TRAPPIST-1 d,TRAPPIST-1,,0.388,0.09,0.02227
TRAPPIST-1 e,TRAPPIST-1,,0.692,0.09,0.02925
TRAPPIST-1 f,TRAPPIST-1,,1.039,0.09,0.03849
TRAPPIST-1 g,TRAPPIST-1,,1.321,0.09,0.04683
TRAPPIST-1 h,TRAPPIST-1,,0.326,0.09,0.06189
V1298 Tau b,V1298 Tau,0.29,,1.1,0.1688
V1298 Tau c,V1298 Tau,0.43,,1.1,0.0825
V1298 Tau d,V1298 Tau,0.21,,1.1,0.1083
V1298 Tau e,V1298 Tau,0.57,,1.1,0.308
WASP-47 b,WASP-47,,363.6,1.04,
WASP-47 c,WASP-47,0.295,398.9,1.04,
WASP-47 d,WASP-47,0.01,14.2,1.04,
WASP-47 e,WASP-47,,6.77,1.04,
Wolf 1061 b,Wolf 1061,0.15,1.91,0.29,0.0375
Wolf 1061 c,Wolf 1061,0.11,3.41,0.29,0.089
Wolf 1061 d,Wolf 1061,0.55,7.7,0.29,0.47
XO-2 N b,XO-2 N,,179.89178,0.97,0.0368
XO-2 S b,XO-2 S,0.18,82.6358,0.98,0.13
XO-2 S c,XO-2 S,0.1528,435.409,0.98,0.4756
YZ Cet b,YZ Cet,0.06,0.7,0.14,0.01634
YZ Cet c,YZ Cet,0,1.14,0.14,0.02156
YZ Cet d,YZ Cet,0.07,1.09,0.14,0.02851
pi Men c,HD 39091,0.077,3.49611,1.1,0.069
pi Men d,HD 39091,0.22,13.38,1.07,
rho CrB b,rho CrB,0.038,347.38645,0.95,0.2245
rho CrB c,rho CrB,0.096,28.2,0.95,0.4206
rho CrB d,rho CrB,0,21.6,0.95,0.827
rho CrB e,rho CrB,0.126,3.79,0.95,0.1061
tau Cet e,tau Cet,0.18,3.93,0.78,0.538
tau Cet f,tau Cet,0.16,3.93,0.78,1.334
tau Cet g,tau Cet,0.06,1.75,0.78,0.133
tau Cet h,tau Cet,0.23,1.83,0.78,0.243
ups And b,ups And,0.0215,218.531,1.3,0.059222
ups And c,ups And,0.2596,629.595,1.3,0.827774
ups And d,ups And,0.2987,1313.22,1.3,2.51329
